tokens_no_stopwords,Dialect
"['كنوصي', 'بهادا', 'حيت', 'مصنوع', 'المكونات', 'الطبيعيه', 'ميه', 'فلميه']",1
"['هاد', 'لموص', 'بان', 'ليا', 'مانقيش', 'واكا', 'تعطيني', 'شي', 'اخر']",1
"['قالو', 'ليا', 'مافهمتو', 'والو', 'فالخطاب']",1
"['بغيت', 'فرانك', 'ويذ', 'ريليش', 'عافاك']",1
"['فين', 'مايقرب', 'عيد', 'الاضحي', 'كيبانوا', 'دوك', 'الفيديوات', 'ديال', 'الذبيح', 'السليخ', 'تقولوا', 'الا', 'تفرج', 'فيهم', 'بنادم', 'صافي', 'راه', 'الغد', 'ليه', 'غادي', 'يعرف', 'يذبح']",1
"['مكن', 'تضغط', 'علي', 'زر', 'التصوير']",1
"['واش', 'كاين', 'شي', 'طبيب']",1
"['دايم', 'خل', 'المواقف', 'والافعال', 'مقياسك', 'بالعلاقات', 'الحكي', 'يبقي', 'حكي']",1
"['بلاش', 'ارسم', 'قلب']",1
"['واخا', 'ماشي', 'ساهل', 'تشرحو', 'لواحد', 'ماكيلعبوش']",1
"['مكن', 'تقولي', 'علي', 'الاوطيلات', 'الرخيصه', 'والنقيه']",1
"['وهيخلص', 'حتي', 'الرابعه', 'هذاك', 'نادال']",1
"['ان', 'شاء', 'اله', 'مو', 'مطوله', 'جهزو', 'نفسكم']",1
"['ناري', 'ماكنقدرش', 'نكون', 'نتفرج', 'جزيره', 'الكنز', 'وناكل', 'الكليه', 'مثلا', 'او', 'شي', 'فاكهه', 'كيسدو', 'ليا', 'الحناش', 'الافاعي', 'العقارب', 'الشهيه']",1
"['شحال', 'كادير', 'دلوقت', 'لوس', 'انجليس', 'لسان', 'فرانسيسكو']",1
"['ريتها', 'تكسر', 'الارسال', 'وتفوز']",1
"['اوه', 'والو', 'كنتي', 'علي', 'اي', 'حال']",1
"['شفت', 'شي', 'بنات', 'مشاو', 'بعيد', 'قالك', 'نديرو', 'حمله', 'باش', 'رونار', 'يدخل', 'بوحدوز', 'فتشكيله', 'المنتخب', 'الماتش', 'جاي', 'باش', 'ميبقاش', 'الحال', 'فعلا', 'الي', 'المطبخ', 'اختاه']",1
"['روي', 'مغربيه', 'الام', 'عندها', 'جدور', 'مغربيه', 'علمي']",1
"['انت', 'الشخصيات', 'يلي', 'بحب', 'اقرا', 'شو', 'بيكتبوا', 'وبيكون', 'عندي', 'فضول', 'رهيب', 'اعرف', 'رايك', 'الامور', 'متل', 'السياسه', 'الفن']",1
"['مخلين', 'ايهاب', 'الاخر', 'البرامج', 'جوج', 'باش', 'باغي', 'ينعس', 'يبقي', 'يتسني', 'النجم', 'الساطع', 'ايهابامير', 'فنان', 'ناس']",1
"['باع', 'حمار', 'الصفر']",1
"['سحالي', 'فارعين', 'الراس', 'فالتاق', 'وحاسبين', 'اهاب', 'حزن', 'علي', 'عوجه', 'الركابي', 'راه', 'كتبرد', 'علي', 'راسها', 'بقصه', 'الاعجاب', 'لانها', 'عارفه', 'انه', 'لقا', 'بنت', 'الناس']",1
"['بغيت', 'جوج', 'بيضات', 'مصلوقين', 'معا', 'البيكن', 'بطاطا', 'مشحرا', 'لخبز', 'قهيوا']",1
"['دابا', 'انا', 'كنت', 'هانيه', 'اش', 'غديري', 'اجي', 'نضحك', 'معاكم', 'ماشي', 'تاع', 'ضحك', 'نتوما', 'انا', 'مامحتافله', 'ماتوزه', 'حتي', 'انا', 'بحالكم', 'مغطيه', 'بالمانطه', 'ونساين', 'العام', 'جديد', 'حتي', 'عصبتوني', 'اوا', 'دابا', 'غادي', 'نوض', 'نخلي', 'المانطه', 'ونلبس', 'حوايجي', 'نخرج', 'انا', 'والعايله', 'نمشيو', 'شي', 'بلاصه', 'نحتافلوا', 'اوا', 'اجي', 'منعني']",1
"['بغيت', 'هوت', 'دوغ', 'البصله', 'عافاك']",1
"['مايبان', 'البلان', 'دابا', 'حتي', 'يطيبوه', 'علي', 'خاطروهم']",1
"['بحال', 'الا', 'مشا', 'بحال', 'الا', 'بقا']",1
"['سهيلهوكلابهاملكناخطوطحمرا', 'ملكنا', 'تاج', 'راسنا', 'وتاج', 'راسكم', 'احقر', 'فانز', 'شفتو', 'بحياتي']",1
"['ملقيتو', 'داك', 'المعتوه', 'ديال', 'موحا']",1
"['القادسيهالكويت', 'سمعت', 'كثير', 'فريق', 'القادسيه', 'الكويتي', 'احترامي', 'مشكلته', 'شعاره', 'اصفر']",1
"['سمحليا', 'ولايني', 'سمحليا', 'خاصك', 'تخليه', 'عندك']",1
"['سمحلي', 'حنا', 'مكنبيعوش', 'تذاكر', 'لمسرح']",1
"['حسن', 'صديق', 'عزيز', 'وغالي', 'ومانقبلش', 'توحد', 'يقل', 'احترامه']",1
"['قولي', 'شنو', 'ماداروش', 'لانه', 'ماخلاو', 'عملوا', 'باش', 'يشوهو', 'صورته', 'ويكرهو', 'الناس', 'خصوصا', 'الجزايرين']",1
"['ولفت', 'صافي', 'دابا', 'كنعس', 'باليل', 'ونص', 'ساعه', 'بالنهار']",1
"['مره', 'اخري', 'ان', 'شاء', 'اله']",1
"['راجل', 'كيفاش', 'انعرف', 'بلي', 'داكشي', 'الصحيح']",1
"['فخامه', 'الذوق', 'الصفر', 'البابيو', 'فالحمر', 'يسلام']",1
"['مره', 'ناكل', 'منو', 'شويه', 'وم', 'غديش', 'ناكلو', 'بوحدي', 'اريه', 'متخافيش', 'علي']",1
"['مهتمه', 'وان', 'اكن', 'الاحظها']",1
"['قرا', 'كتاب', 'النساء', 'الزهره', 'الرجال', 'المريخ', 'داك', 'ديال', 'فكري', 'كرجل', 'تصرفي', 'كسيده', 'وخا', 'موجه', 'لنساء', 'تيشرح', 'تا', 'تفكير', 'البنات', 'داكشي', 'ماشي', 'مصادق', 'مغاتفهمش', 'البنات', 'اتفهم', 'الاختلافات', 'بيناتنا', 'هونا', 'بزاف', 'غتاخد', 'افكار', 'تقدر', 'تنفعك']",1
"['تبقا', 'علي', 'المغاربه', 'الي', 'كايبغيوك']",1
"['شوف', 'شحال', 'فرصه', 'ضيع', 'ولي', 'تيضيع', 'فرص', 'تيخسر', 'فلاخير']",1
"['مين', 'الاهبل', 'ده', 'يلي', 'بيتكلم']",1
"['واش', 'عباد', 'اله', 'حنا', 'فاواخر', 'وباقين', 'المعلقين', 'عندنا', 'تيقولو', 'يناقشو', 'المقابله']",1
"['مالعا', 'اش', 'غتدير', 'اع']",1
"['شي', 'يطلعوه', 'شي', 'يهبطوه', 'مافهمت', 'تا', 'وزه']",1
"['تقرات', 'التمنيه', 'نص', 'ديال', 'العشيه', 'بالتوقيت', 'المحلي']",1
"['داكشي', 'بغيت', 'وصلت', 'ليه', 'بغيت', 'نطرطق', 'لمكم', 'المراره', 'عه', 'زيد', 'تفركع', 'زيد']",1
"['الماتشات', 'ديال', 'لاتينوس', 'كاتفرج', 'فيهم', 'كاتوصلك', 'ريحه', 'التقاشر', 'ديال', 'العابه', 'تال', 'عندك']",1
"['ولي', 'عندي', 'ماضربي', 'حسبه', 'لايكات', 'ريتويت', 'بزاف', 'ديال', 'المقلوبه', 'كوني', 'هانيه', 'الي', 'معجباتكش', 'نحيدها', 'شوفي', 'ليا', 'شي', 'سميه', 'اخري']",1
"['غادي', 'نبقا', 'معا', 'الصديق', 'نيو', 'يورك']",1
"['اصمت', 'واخرس', 'ياعبد', 'السلطان']",1
"['الشويا', 'خاصني', 'ستيلو']",1
"['فديت', 'الي', 'يحطون', 'توقيت', 'المغرب', 'يارب', 'موفقين', 'فايزين', 'باذن', 'اله']",1
"['نتي', 'غي', 'ساعه', 'اما', 'انا', 'ساعه', 'وانا', 'مزال', 'فالفراش', 'وغي', 'ساعه', 'وانا', 'فايق']",1
"['شنو', 'الدور', 'ديال', 'داك', 'العجب', 'التيران']",1
"['شحال', 'سولني', 'علي', 'الايف', 'قديم', 'درتو', 'بغا', 'يستفد']",1
"['واش', 'تقدر', 'تلويها', 'ليا']",1
"['عافاك', 'صيفت', 'شي', 'حمال']",1
"['وانتا', 'غالي', 'عندنا', 'خود', 'وقتك', 'رتب', 'امورك', 'بطاقه', 'ايجابيه', 'كثر', 'متبقاش', 'بوحدك', 'خرج', 'خالط', 'ناس', 'عيش', 'حياتك', 'متحرمش', 'راسك', 'هاد', 'سن', 'نحبك']",1
"['واخا', 'غادي', 'نرسلو', 'لاس', 'فيغاس', 'اجلك']",1
"['رحله', 'سعيده']",1
"['الطوال', 'الي', 'علي', 'الموضي', 'حاليا']",1
"['لفين', 'سيدي']",1
"['شنو', 'قصه', 'هاد', 'ام', 'خديجه', 'واش', 'كانو', 'ملصقين', 'فينا', 'شي', 'بلا', 'شنو']",1
"['بغيت', 'شويه', 'ديال', 'العطور']",1
"['حنا', 'نقدرو', 'نقاطعو', 'كلشي', 'الا', 'العيد', 'الكبير']",1
"['شي', 'نغما', 'علي', 'هاكا', 'عفاك']",1
"['بقا', 'علي', 'الخط']",1
"['مكن', 'اسم', 'الاغنيه', 'سمحت', 'جميله', 'جدا']",1
"['علاياش', 'سافرتي']",1
"['انتي', 'عفاف', 'اجي', 'اختي', 'ناويه', 'علينا']",1
"['بالضبط', 'عندك', 'الراي', 'ديالنا', 'بالمناسبه', 'راه', 'قال', 'بلي', 'انت', 'راجل', 'مزيان']",1
"['راه', 'استاذه', 'وحده', 'لمجموعه', 'التلاميذ', 'بغيتيها', 'تغير', 'خطها']",1
"['واش', 'عندك', 'فاكهه', 'الكاكي']",1
"['فعمري', 'تمن', 'سنين']",1
"['يالاه', 'نمشيو', 'نشربو']",1
"['بالشرح', 'المبسط', 'غي', 'الي', 'بغي', 'يبقي', 'داير', 'لدوك', 'باج']",1
"['رحله', 'رقم', 'اتش', 'تسعود', 'اليابان', 'نهار', 'حضاش']",1
"['واله', 'تا', 'خاصهم', 'اعاده', 'التاهيل']",1
"['شي', 'بلاصا', 'ماكايكميوش', 'عفاك']",1
"['راه', 'متوفر']",1
"['مكاين', 'حتي', 'شي', 'سب', 'صراحه']",1
"['مكن', 'تهدر', 'بصوت', 'عالي', 'شويه', 'عافاك']",1
"['خهخ', 'نقلها', 'بنحليب']",1
"['كانقلب', 'علي', 'دباسه']",1
"['اسرار', 'لازم', 'تعرفها', 'البناء', 'ماينكرافت', 'عبر']",1
"['هادي', 'عراضتي']",1
"['عافاك', 'استخدم', 'الغرفه', 'ديال', 'التقياس']",1
"['واش', 'خصني', 'نبدل', 'الطوبيس', 'باش', 'نمشي', 'لتما']",1
"['فين', 'بلاصتي', 'عافاك']",1
"['مكن', 'تعطيني', 'شي', 'شومبر', 'كبر']",1
"['مقاطعون', 'مداويخ', 'اليوم', 'وقع', 'موقف', 'طريف', 'تلاقيتو', 'وانا', 'قاطعه', 'الشارع', 'عليا', 'قالي', 'زوينه', 'خاصك', 'تكوني', 'مدوخه', 'علي', 'وزن', 'بعقلك', 'خاصك', 'الزين', 'شخلاها', 'كبور', 'صراحه', 'الشعب', 'تفروح', 'المقاطعه']",1
"['بغيت', 'بواطه', 'ديال', 'الصباغه']",1
"['سنه', 'زوينه', 'معكم', 'ربي', 'يخليكم']",1
"['هدا', 'شويه', 'بزاف', 'اله', 'يلطف', 'بيهم']",1
"['سمحي', 'ليا', 'نتي', 'اختلفتيش', 'معاها', 'فالراي', 'نتي', 'راه', 'هاجمتيها', 'طبيعي', 'جدا', 'ردها']",1
"['اوه', 'دزتي', 'حداه', 'عافاك']",1
"['قنواتنا', 'المغربيه', 'مبنتفرجش', 'غيي', 'نحب', 'نتفرج', 'الاخبار', 'بنقلب', 'نتفرج', 'علي', 'قنوات', 'مصريه', 'الي', 'دايما', 'بتمتعنا']",1
"['باليل', 'وبز']",1
"['كينين', 'ربعه', 'ديال', 'المواسم', 'متميزه']",1
"['بغيت', 'شومبوان', 'ضد', 'القشره']",1
"['سمح', 'ليا']",1
"['توما', 'فيقو', 'بركه', 'النعاس']",1
"['انت', 'طيب', 'كابتن']",1
"['شي', 'عطاتو', 'شي', 'زواتو', 'شي', 'ضربات', 'مو', 'حتا', 'زواتو']",1
"['معرفتش', 'علاش', 'اجو', 'مل', 'اليوم']",1
"['اوه', 'ميتين', 'شكون', 'كيخرط', 'يالجيعانه', 'ديال', 'الصح', 'حتي', 'البنان', 'عندكم', 'ياكلوه', 'الاغنياء', 'اما', 'هاد', 'البس', 'واله', 'منلبسو']",1
"['واش', 'هاد', 'رحله', 'الطيران', 'غاديه', 'الوقت']",1
"['لاجيبك', 'لازم', 'اكون', 'شفت', 'الافلام', 'حتي', 'لسه', 'اتعملت', 'عشان', 'اظلم', 'نفسي']",1
"['ولي', 'ماعنده', 'وشي', 'يسوي']",1
"['عام', 'انتم', 'بصحه', 'عافيه']",1
"['شكرا', 'حتي', 'لاشمن', 'وقت', 'كتبقي', 'خدمه', 'الطابق', 'متوفره']",1
"['هادي', 'اه', 'نهايه', 'المدينه', 'هاد', 'الجهه', 'شارع', 'مابل', 'النهايه', 'الشرقيه', 'لمدينه']",1
"['تغريده', 'دسمه', 'الصراحه', 'كنتنمي', 'يولي', 'القدام', 'وعي', 'اكثر', 'باهميه', 'الحوار', 'وسمعليا', 'ونسمع', 'ليك', 'ماشي', 'شكون', 'يغوت', 'اكثر', 'لاخور', 'باش', 'يفوز']",1
"['والشكر', 'موصول', 'لناس', 'الي', 'انساحبوا', 'لجنه', 'التحكيم', 'حتي']",1
"['كنظن', 'تقاسيت', 'فاسفل', 'ظهري']",1
"['مشيت', 'صوبت', 'ليا', 'البراد', 'بالاعشاب', 'وقويت', 'الويزه', 'بغيت', 'نعس', 'ونسا', 'نفيق', 'وانا', 'فيا', 'زهيمر', 'نعقل', 'علي', 'حد']",1
"['حيد', 'حوايجك', 'تمد']",1
"['امي', 'حنا', 'تميم', 'تجمعت', 'نم', 'واله']",1
"['هانا', 'جيت', 'وجبت', 'دوزاني']",1
"['انا', 'اصلا', 'كنحتارم', 'هاد', 'السيد', 'كاع', 'العابه', 'ديال', 'المنتخب', 'الفكره', 'قلت', 'علي', 'ناس', 'تيقولو', 'انهم', 'وطنينش', 'ماخصهمش', 'يعمو', 'صافي']",1
"['سمحليا', 'واش', 'مكن', 'ناخد', 'خريطه', 'المدينه']",1
"['اه', 'طبعا', 'اله', 'يابني', 'برافو']",1
"['المغربيطردالبنانين', 'اش', 'واقع', 'تاني', 'مافراسي', 'والو']",1
"['ماكانحسش', 'برجلي', 'اليمين']",1
"['باغيا', 'تشري', 'فستان']",1
"['عفاف', 'حبوبتي', 'شميت', 'ريحه', 'الشياط', 'شكون', 'قلبه', 'محروق']",1
"['الفايبر', 'اوبتيك', 'واخا', 'تبغي', 'ديروا', 'بحال', 'الاحياء', 'الشعبيه', 'مزال', 'مداز', 'لانسطالسيون', 'ديالها', 'كتكون', 'الاحياء', 'الراقيه']",1
"['خلصت', 'لحساب', 'كولو']",1
"['اختاروا', 'الاسيله', 'الهادفه', 'المهمه', 'توقع', 'ان', 'تفوز', 'الارجنتين', 'توقع', 'ان', 'توقع', 'مستضيفين', 'محل', 'رياضي', 'او', 'منجم']",1
"['شحال', 'كارطونا', 'لحليب', 'كاتشري', 'السيمانا']",1
"['قل', 'يعاملك', 'ترامب', 'اقول', 'انت']",1
"['يهز', 'معاه', 'طباشير', 'الي', 'بغا', 'يقطع', 'طريق', 'يرسم', 'داك', 'مر', 'الراجلين', 'شحال', 'خاصنا', 'لوقت', 'نقلبو', 'مخالفهمرالراجلين']",1
"['انا', 'ماحط', 'صور', 'مو', 'صوري']",1
"['الي', 'فهم', 'شي', 'حاجه', 'يشرح', 'ديما', 'وانا', 'باغي', 'نفهم', 'هاد', 'الشعار', 'اما', 'بخصوص', 'الايه', 'القرانيه', 'خلاتها', 'الحمداويه']",1
"['هالي', 'مابينا', 'بنعطيه', 'مالاعبش', 'المغرباسبانيا']",1
"['اختي', 'عندك', 'رايك', 'تشبتب', 'بيه', 'انا', 'ليا', 'راي', 'عادي', 'خدي', 'الموضوع', 'بروح', 'هاديه', 'مثلي', 'انا', 'مكنتعصبش', 'ملي', 'كنلقا', 'اي', 'حد', 'مختلف', 'معايا', 'سي', 'نوغمال']",1
"['لهلا', 'يخطيك', 'شكرا', 'بزاف']",1
"['شحال', 'الثمن', 'ديال', 'هاد', 'الكسوه']",1
"['راه', 'قلت', 'ليكم', 'فيا', 'النعاس']",1
"['واش', 'هادا', 'ضمن', 'الحدود', 'الخاويه', 'الضرايب']",1
"['مكن', 'نتكلم', 'معا', 'السيد', 'جونز']",1
"['فكره', 'جيده', 'معك', 'اختي', 'مايسه']",1
"['شانطه', 'الشنط', 'دياولي', 'تخصرات', 'فين', 'نمشي', 'الا', 'بغيت', 'نتشكي']",1
"['شفار', 'شدو']",1
"['باش', 'تعادل', 'اسبانيا', 'بطل', 'العالم', 'خاصك', 'تكون', 'المغرب', 'باش', 'اتقبوك', 'فريق', 'ضعيف', 'روسيا', 'خاصك', 'اتكون', 'لسعوديه', 'المغرباسبانيا']",1
"['واش', 'كاتسكن']",1
"['واش', 'عندك', 'خريطه', 'مترو', 'الانفاق']",1
"['خاصك', 'تاخد', 'الرحله', 'ميه', 'قلعات', 'هادي', 'خمسطاش', 'دقيقه', 'واخا', 'نقدر', 'نصايب', 'ليك', 'رحله', 'خرا']",1
"['عيط', 'لبوليس']",1
"['مكدبتيش', 'اخويا', 'واله', 'اصبت']",1
"['انا', 'فرحان', 'حيت', 'قدرتي', 'تجي']",1
"['اذا', 'جات', 'علي', 'خاطرك']",1
"['وي', 'مي', 'انت', 'فبلاصتهم', 'غتقول', 'شي', 'هكا', 'المشجعين']",1
"['يخليلي', 'الغزاله', 'ديالي', 'جايا', 'عندك', 'بحال', 'العسل', 'حتا', 'حسدونا', 'جامي', 'يوصلونا']",1
"['غادي', 'تسيفتهوم', 'ياك']",1
"['واش', 'هاد', 'القطار', 'كيمشي', 'لنيويورك']",1
"['كا', 'نحس', 'براسي', 'حسن', 'دابا']",1
"['تقدر', 'تقوليا', 'بشحاك', 'تقريبا']",1
"['بزاف', 'ديال', 'العابه', 'خصهم', 'يمشيو', 'الوداد']",1
"['واش', 'يمكن', 'تعلق', 'ليا', 'البذله', 'عافاك']",1
"['انت', 'لاعب', 'محترم', 'كمواطنه', 'مغربيه', 'عربيه', 'مفتخره', 'بيك', 'كلاعب', 'متالق', 'الخارج', 'حصد', 'جوايز', 'زاد', 'افتخاري', 'بيك', 'مشوفت', 'حبك', 'لوطنك', 'بالتوفيق']",1
"['فهمت', 'شكرا']",1
"['واش', 'كاين', 'شي', 'يقدر', 'يتكلف', 'بيه']",1
"['انا', 'مسدود', 'مكن', 'تفتح', 'بابي', 'عافاك']",1
"['اينا', 'نوع', 'ديال', 'الخدمه']",1
"['بن', 'كيران', 'متقدمون', 'بشكل', 'مريح']",1
"['حتي', 'تحرو', 'انتم', 'العصابه', 'حاكماكوم', 'نشوفو', 'سبته', 'مليليه', 'لان', 'الجيش', 'تاعنا', 'خدام', 'كيوجد', 'ليكم', 'الخيام', 'الحدود']",1
"['ماشي', 'رجاوي', 'مي', 'الفيديو', 'دار', 'ليا', 'تبوريشه', 'اله', 'يشافيه', 'ويعافيه', 'يارب', 'وكل', 'المسلمين']",1
"['عندي', 'كلشي', 'الا', 'هاداك', 'معنديش', 'الروح', 'الرياضيه', 'معاه']",1
"['مكن', 'تعطيني', 'شي', 'برنامج']",1
"['الخل', 'الكريديات', 'الي', 'عندنا', 'صندوق', 'النقد', 'الدولي', 'الي', 'الفايده', 'ديالها', 'ثقيله', 'علي', 'المغرب', 'الي', 'عندو', 'عجز', 'الميزان', 'التجاري', 'الواردات', 'اكثر', 'الصادرات']",1
"['اه', 'واخا', 'تشرح', 'ليا', 'كيفاش', 'كا', 'يخدمو', 'هاد', 'السماعات']",1
"['اواه', 'العرس', 'مبقاش', 'واهيا', 'ناري']",1
"['يخليك', 'ليا', 'الغزاله', 'موا', 'اوسي', 'جو', 'طيم', 'بلوس', 'كو', 'ايماجين']",1
"['تاني', 'فرقه', 'نشجعها', 'ومتخسرش', 'صافي', 'مبقيتش', 'منحوسه']",1
"['شكرا', 'غادي', 'نشوف', 'اليوتيوب', 'احتجت', 'لاي', 'مساعده', 'اسالك']",1
"['الصويره', 'اخد', 'خنشه', 'ظيال', 'دقيقه', 'غدي', 'بيعوها', 'المش']",1
"['سنه', 'سعيده']",1
"['بغيت', 'لبسه']",1
"['الكابتن', 'بنعطيه', 'بوصوفه']",1
"['السيد', 'مات', 'اله', 'يرحمه', 'وانا', 'المغربيات', 'حزنت', 'علي', 'موته', 'ولي', 'بغا', 'يتكلم', 'يتكلم', 'علي', 'نفسه']",1
"['مكن', 'ناخد', 'الغدا', 'دابا']",1
"['خويا', 'الهم', 'بارك', 'المنشار', 'الي', 'خدام', 'عندو', 'حتي', 'كنوض', 'ونقاد', 'ليه', 'راسو', 'المخده', 'يسكت']",1
"['هذاك', 'مكايكونش', 'فهاد', 'الصحرا', 'اما', 'وكان', 'طاح', 'حتي']",1
"['متخافي', 'عشق', 'ايهاب', 'هوايتو', 'يغير', 'لحن', 'اكيد', 'تكون', 'ايقاعيه', 'حتي', 'يغنيها', 'مكان', 'يعني', 'بكرا', 'نرقص', 'معاه', 'واثقين']",1
"['شي', 'خايف', 'ومخلوع']",1
"['كيفاش', 'بغيتي', 'شعرك', 'يكون', 'اليوم']",1
"['كثره', 'التغريد', 'السياسه', 'كتجيب', 'الاحباط', 'مره', 'مره', 'نبدلوا', 'شويه', 'عالعموم', 'شكرا', 'جاري']",1
"['بالعكس', 'بلا', 'مايحط', 'اغنيه', 'هجرني', 'لانها', 'مسموعه', 'سيليباطير', 'الجديد', 'افضل']",1
"['تعالي', 'مايساعدني', 'غيرك', 'كبيدتي']",1
"['كنت', 'هاكا', 'لبارح']",1
"['حسيتك', 'شوي', 'وتعطيني', 'كف']",1
"['لباس', 'ربي', 'بخليك', 'اش', 'خبارك']",1
"['تعزمني', 'علي', 'العرس']",1
"['طاحت', 'ليا', 'مغانتي', 'ملي', 'كنت', 'خارج']",1
"['بغيت', 'شي', 'بلاصا', 'عليسر']",1
"['واله', 'دوره', 'بمكان', 'لانه', 'مو', 'موجود']",1
"['مبغبتش', 'نجوبو', 'ساعه', 'طلع', 'ليا', 'تويت', 'وجوبت']",1
"['واش', 'كانو', 'شي', 'ميزات', 'شي', 'طبعات', 'لتحت']",1
"['او', 'لفوق', 'نقدر', 'نعاود', 'لفوق']",1
"['انا', 'مغربيه', 'واصله', 'ريكان', 'غادي', 'نزيد', 'نكمل', 'هاذ', 'الحلقه']",1
"['ياختي', 'معرفت', 'اش', 'نقول', 'شكرا', 'ختي', 'وانتي', 'اطيب', 'حيت', 'كتشوفيني', 'هكا']",1
"['ماعنديش', 'الوقت', 'بزاف', 'يتقاد']",1
"['هادا', 'زميلي']",1
"['شكرا', 'باينه', 'زوين']",1
"['غادي', 'ناخد', 'كلشي', 'بقي', 'لهاد', 'اليله']",1
"['وايه', 'بغيت', 'يتفهم', 'اش', 'القصد', 'انه', 'شكل', 'ساكوك', 'عادي', 'الروز', 'كاين', 'ماكيديروش']",1
"['مقدرين', 'ظروفك', 'اكيد', 'كنستناو', 'جديد', 'حاول', 'تبقي', 'تواصل', 'معانا', 'مهمه', 'حتي', 'متهملهاش', 'ربي', 'يوفقك']",1
"['الاحمدي', 'بن', 'شرقي', 'امرابط', 'فوزير', 'زيد', 'زيد', 'ايما', 'فوتو', 'عليكوم', 'المغاربه', 'اصلا', 'مزراوي', 'ايلا', 'جا', 'المغرب', 'مشا', 'لسعوديه', 'غيخرج', 'علي', 'راسو']",1
"['وانت', 'مالك', 'انت', 'مال', 'اهلك', 'يع', 'وش', 'تبي', 'امرابط', 'يلعب', 'بالمنتخب', 'يجي', 'النصر', 'بهولندا', 'بعدين', 'اذا', 'لعب', 'نتمني', 'ليه', 'التوفيق', 'المنتخب', 'واذا', 'لعب', 'عادي', 'احنا', 'همنا', 'المنتخب', 'عندنا', 'كتير', 'لاعبين', 'كبار', 'الحمد', 'مستواهم', 'عالي', 'جدا']",1
"['افريقيا', 'ايه', 'افريقيا', 'اح', 'افريقيا', 'ايه', 'افريقيا', 'بح', 'افريقياياصنداونز', 'صنداونز']",1
"['استقريت', 'فاوطيل', 'هيات', 'عافاك', 'صيفط', 'الامتعه', 'ديالي', 'لاوطيل', 'فاقرب', 'وقت', 'مكن']",1
"['ماعندي', 'حق', 'افهم', 'يعني']",1
"['هادي', 'الي', 'تانقولو', 'ليها', 'صيفط', 'كره', 'الحج', 'وماركاها', 'برافو', 'ورغم', 'فيسكابارصا']",1
"['اتفق', 'عطيو', 'ولادكم', 'وقت', 'وشوفو', 'افكارهم', 'وشوفو', 'معامن', 'مصاحبين', 'ومعامن', 'كيهضرو', 'راقبو', 'ولادكم', 'شويه', 'يوميا', 'كتمشي', 'ضيع', 'الوقت', 'القهوه', 'ومعرفش', 'وادك', 'او', 'بنتك', 'حتي', 'فاش', 'كيقرا', 'او', 'معاش', 'خارج', 'راه', 'تربيه', 'كلشي', 'ومترميش', 'المسؤوليه', 'كلها', 'علي', 'الام', 'راكم', 'بجوجكم', 'مسؤولين', 'علي', 'داك', 'دري']",1
"['دي', 'وجهه', 'نظر', 'انت', 'داخل', 'بتريق', 'علي', 'كاتب', 'تهنيه', 'راي', 'ايه', 'كاتب', 'اختراع', 'لطبخ', 'المكرونه']",1
"['جاوك', 'علي', 'دوقك']",1
"['ملقيتش', 'الطريق', 'ديال', 'لاغار']",1
"['اويلي', 'مالهم', 'علي', 'هاد', 'الحاله']",1
"['فهاد', 'الايام', 'انا', 'ديما', 'كنخدام', 'الكمبيوتر', 'العمل']",1
"['عافاك', 'واصلني', 'الغرفه', 'رقم', 'اطناش', 'اربعه', 'وتلاتين']",1
"['عندك', 'صح', 'انا', 'شفتها', 'تم']",1
"['وبربي', 'نتي', 'مشيا', 'فين', 'خليك', 'وشدي', 'الارض']",1
"['ياريت', 'تركتي', 'شفايفك', 'نفخ', 'كنتي', 'احلي', 'حاليا', 'مظهرك', 'بشع', 'اختي', 'حفظي', 'علي', 'وجهك', 'لانك', 'ابتديتي', 'تنفخي', 'حتحصلي', 'شله', 'البشاعه', 'المنفوخه']",1
['عاديه'],1
"['انا', 'كلب', 'اخير', 'يتكلم', 'لجوع']",1
"['وشتقولنوم', 'انا', 'النوع', 'الي', 'نومه', 'خفيف', 'وجدا', 'صعب', 'يعني', 'اذا', 'صحيت', 'الصباح', 'صعب', 'جدا', 'ارجع', 'انام', 'وكمان', 'نومي', 'قليل', 'اني', 'اداوم', 'المفروض', 'اكون', 'تعبانه', 'وانام', 'علي', 'طول', 'انا', 'يصير', 'معي', 'العكس']",1
"['واله', 'يمكن', 'انا', 'اول', 'وحده', 'دخلت', 'هاذ', 'التطبيق', 'الغريب', 'علي', 'المغاربه', 'اظن', 'بليت', 'بيه', 'شي', 'ناس', 'العايله']",1
"['فين', 'كاينين', 'الكتوبا', 'ديال', 'الولاد', 'صغار']",1
"['ايه', 'ماتوصل', 'لروح', 'الروح', 'الناس', 'تفهم', 'غلط']",1
"['بكره', 'عطله', 'اخي']",1
"['اه', 'راه', 'عطاه', 'بزاف', 'ديال', 'الفلوس', 'غادي', 'يمشي', 'هاد', 'النوع', 'تابع', 'الحسه']",1
"['فين', 'يمكن', 'نشريه']",1
"['واخيرا', 'لقيت', 'الخدمه', 'الي', 'نقدر', 'نبرز', 'المواهب', 'ديالي']",1
"['ضروري', 'نشد', 'الطياره', 'ديال', 'العشره', 'ديال']",1
"['واش', 'يمكن', 'لينا', 'ناكلو']",1
"['المشكله', 'راموس', 'خدا', 'بطاقه', 'صفراء', 'بلعاني', 'باش', 'يغيب', 'هاد', 'الماتش', 'يلعب', 'الربع']",1
